bin_end_time,ticker,date,trading_compound_count,trading_compound_mean,count_after_close,count_pre_open,mean_after_close,mean_pre_open
2025-04-23 13:30:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 13:30:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 13:30:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 14:00:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 14:00:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 14:00:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 14:30:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 14:30:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 14:30:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 15:00:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 15:00:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 15:00:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 15:30:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 15:30:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 15:30:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 16:00:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 16:00:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 16:00:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 16:30:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 16:30:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 16:30:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 17:00:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 17:00:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 17:00:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 17:30:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 17:30:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 17:30:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 18:00:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 18:00:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 18:00:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 18:30:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 18:30:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 18:30:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 19:00:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-23 19:00:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 19:00:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 19:30:00+00:00,GOOGL,2025-04-23,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
2025-04-23 19:30:00+00:00,AAPL,2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23 19:30:00+00:00,TSLA,2025-04-23,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-24 13:30:00+00:00,AAPL,2025-04-24,0.0,0.0,99.0,0.0,0.011672727272727274,0.0
2025-04-24 13:30:00+00:00,TSLA,2025-04-24,0.0,0.024032692307692304,0.0,0.0,0.0,0.0
2025-04-24 13:30:00+00:00,GOOGL,2025-04-24,0.0,0.07760967741935483,0.0,0.0,0.0,0.0
