ticker,date,session,compound_count,compound_mean,compound_std,compound_max,compound_min
AAPL,2025-06-10,trading,0,0.0,0.0,0.0,0.0
AAPL,2025-06-11,after_close,88,0.048251136363636364,0.27675766194808354,0.6369,-0.6705
AAPL,2025-06-11,pre_open,0,0.0,0.0,0.0,0.0
AAPL,2025-06-11,trading,0,0.0,0.0,0.0,0.0
AAPL,2025-06-12,after_close,63,0.06626666666666665,0.29605890815304675,0.875,-0.5106
AAPL,2025-06-12,pre_open,0,0.0,0.0,0.0,0.0
AAPL,2025-06-12,trading,0,0.0,0.0,0.0,0.0
AAPL,2025-06-13,after_close,74,0.07439054054054055,0.360231618096491,0.7717,-0.7579
AAPL,2025-06-13,pre_open,0,0.0,0.0,0.0,0.0
AAPL,2025-06-13,trading,0,0.0,0.0,0.0,0.0
AAPL,2025-06-16,after_close,66,0.014893939393939393,0.28239061919415426,0.6369,-0.8402
AAPL,2025-06-16,pre_open,0,0.0,0.0,0.0,0.0
AAPL,2025-06-16,trading,0,0.0,0.0,0.0,0.0
AAPL,2025-06-17,after_close,0,0.0,0.0,0.0,0.0
AAPL,2025-06-17,pre_open,0,0.0,0.0,0.0,0.0
AAPL,2025-06-17,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-23,after_close,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-23,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-23,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-24,after_close,81,-0.023499999999999997,0.3464397458433428,0.8689,-0.8779
GOOGL,2025-04-24,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-24,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-25,after_close,52,0.0580576923076923,0.37926970916830327,0.7964,-0.7717
GOOGL,2025-04-25,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-25,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-28,after_close,76,0.039321052631578944,0.36373035775265883,0.8625,-0.8126
GOOGL,2025-04-28,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-28,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-29,after_close,52,0.07390192307692309,0.3175956595065584,0.8481,-0.8126
GOOGL,2025-04-29,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-29,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-30,after_close,59,0.12883389830508474,0.22203530366244068,0.7351,-0.296
GOOGL,2025-04-30,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-04-30,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-01,after_close,54,0.02177037037037037,0.24601252279034813,0.4588,-0.6597
GOOGL,2025-05-01,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-01,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-02,after_close,57,-0.017756140350877192,0.3477016732454623,0.6908,-0.8625
GOOGL,2025-05-02,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-02,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-05,after_close,58,0.025293103448275865,0.393780602313802,0.836,-0.8126
GOOGL,2025-05-05,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-05,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-06,after_close,63,0.04668730158730159,0.3102013448589134,0.9245,-0.8625
GOOGL,2025-05-06,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-06,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-07,after_close,60,-0.007765000000000002,0.32569141879954566,0.5859,-0.6705
GOOGL,2025-05-07,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-07,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-08,after_close,62,0.02055161290322581,0.33440440852354036,0.743,-0.8658
GOOGL,2025-05-08,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-08,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-09,after_close,46,0.007036956521739128,0.27481163274642073,0.6696,-0.7964
GOOGL,2025-05-09,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-09,trading,14,-0.026521428571428574,0.42081058077252514,0.5411,-0.7783
GOOGL,2025-05-12,after_close,64,0.053537499999999995,0.3239090811588074,0.7125,-0.8126
GOOGL,2025-05-12,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-12,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-13,after_close,71,0.07544788732394365,0.3431931246643812,0.7351,-0.7845
GOOGL,2025-05-13,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-13,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-14,after_close,62,0.08816451612903226,0.30314637815600953,0.7964,-0.765
GOOGL,2025-05-14,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-14,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-15,after_close,53,0.09102452830188679,0.29737913763775875,0.8316,-0.4939
GOOGL,2025-05-15,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-15,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-16,after_close,48,0.06531041666666666,0.33448258183163865,0.7351,-0.8807
GOOGL,2025-05-16,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-16,trading,4,0.07955,0.1591,0.3182,0.0
GOOGL,2025-05-19,after_close,67,-0.016358208955223878,0.36327089280642877,0.7328,-0.9042
GOOGL,2025-05-19,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-19,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-20,after_close,79,-0.022274683544303796,0.3225573335911373,0.7906,-0.8126
GOOGL,2025-05-20,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-20,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-21,after_close,70,-0.009721428571428567,0.42041741710664804,0.8591,-0.8126
GOOGL,2025-05-21,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-21,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-22,after_close,74,0.050433783783783784,0.32264023404380765,0.8777,-0.6597
GOOGL,2025-05-22,pre_open,6,0.16883333333333336,0.43698903723854066,0.7579,-0.3818
GOOGL,2025-05-22,trading,5,0.05942000000000001,0.2654018782902638,0.2263,-0.3818
GOOGL,2025-05-23,after_close,48,0.09845208333333333,0.40681707269221773,0.836,-0.8658
GOOGL,2025-05-23,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-23,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-26,after_close,41,0.0810560975609756,0.35496998256809026,0.8537,-0.7184
GOOGL,2025-05-26,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-26,trading,25,0.012179999999999998,0.41048177892975146,0.6486,-0.7351
GOOGL,2025-05-27,after_close,57,0.002284210526315793,0.29758805406939987,0.6369,-0.8225
GOOGL,2025-05-27,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-27,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-28,after_close,61,-0.08991147540983607,0.33710057307296326,0.6124,-0.9134
GOOGL,2025-05-28,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-28,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-29,after_close,57,-0.015880701754385967,0.3055853250254784,0.8016,-0.8591
GOOGL,2025-05-29,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-29,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-30,after_close,59,0.0893542372881356,0.33575415694247124,0.8271,-0.7906
GOOGL,2025-05-30,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-05-30,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-02,after_close,58,0.024765517241379317,0.382032723201948,0.7579,-0.7845
GOOGL,2025-06-02,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-02,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-03,after_close,62,0.10616451612903226,0.35745655294712947,0.7906,-0.891
GOOGL,2025-06-03,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-03,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-04,after_close,66,-0.026418181818181816,0.2723361107212871,0.6808,-0.743
GOOGL,2025-06-04,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-04,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-05,after_close,40,0.01952,0.24711954980825757,0.6808,-0.6249
GOOGL,2025-06-05,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-05,trading,5,0.23422,0.4111547178374584,0.8519,-0.25
GOOGL,2025-06-06,after_close,58,0.04599137931034483,0.36143252132070175,0.7906,-0.8807
GOOGL,2025-06-06,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-06,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-09,after_close,67,0.1403044776119403,0.32885261478719385,0.93,-0.5267
GOOGL,2025-06-09,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-09,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-10,after_close,79,0.0848379746835443,0.313175149775443,0.8126,-0.743
GOOGL,2025-06-10,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-10,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-11,after_close,82,0.0008512195121951212,0.23222752479002,0.5859,-0.7096
GOOGL,2025-06-11,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-11,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-12,after_close,87,-0.04266551724137931,0.32559072640770115,0.7184,-0.7506
GOOGL,2025-06-12,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-12,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-13,after_close,80,0.027427500000000004,0.32700277743372014,0.8481,-0.6808
GOOGL,2025-06-13,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-13,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-16,after_close,49,0.03881428571428572,0.39584731010411917,0.7579,-0.802
GOOGL,2025-06-16,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-16,trading,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-17,after_close,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-17,pre_open,0,0.0,0.0,0.0,0.0
GOOGL,2025-06-17,trading,0,0.0,0.0,0.0,0.0
TSLA,2025-04-23,after_close,0,0.0,0.0,0.0,0.0
TSLA,2025-04-23,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-04-23,trading,0,0.0,0.0,0.0,0.0
TSLA,2025-04-24,after_close,29,-0.09397586206896551,0.3685399219072594,0.6249,-0.7906
TSLA,2025-04-24,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-04-24,trading,43,-0.15315348837209303,0.3188249522325895,0.4939,-0.8225
TSLA,2025-04-25,after_close,16,0.013331250000000003,0.22724048852482254,0.4404,-0.4939
TSLA,2025-04-25,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-04-25,trading,59,0.04702372881355933,0.31883493045071365,0.7579,-0.765
TSLA,2025-04-28,after_close,14,-0.24527857142857143,0.355410874208281,0.3612,-0.8885
TSLA,2025-04-28,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-04-28,trading,52,-0.0032076923076923133,0.2987453777449652,0.6369,-0.6096
TSLA,2025-04-29,after_close,13,-0.040992307692307696,0.35651932968059036,0.4404,-0.7351
TSLA,2025-04-29,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-04-29,trading,72,-0.06948472222222223,0.348515164121243,0.8934,-0.765
TSLA,2025-04-30,after_close,12,-0.0863,0.3589890527578801,0.3818,-0.7506
TSLA,2025-04-30,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-04-30,trading,56,-0.029574999999999997,0.314897276324143,0.5267,-0.6808
TSLA,2025-05-01,after_close,16,-0.07885,0.4142024384283608,0.7783,-0.7783
TSLA,2025-05-01,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-01,trading,47,0.0005000000000000028,0.3659053750333013,0.5994,-0.8316
TSLA,2025-05-02,after_close,7,0.07092857142857142,0.37104323069909123,0.6369,-0.5423
TSLA,2025-05-02,pre_open,12,-0.26331666666666664,0.27164604253373986,0.0258,-0.8268
TSLA,2025-05-02,trading,65,-0.06920923076923076,0.3388966166671799,0.5859,-0.8481
TSLA,2025-05-05,after_close,13,-0.05620769230769232,0.35661645938257547,0.6486,-0.7003
TSLA,2025-05-05,pre_open,12,-0.001316666666666665,0.3088606329820306,0.4767,-0.5267
TSLA,2025-05-05,trading,50,0.055142,0.264917277878147,0.5267,-0.765
TSLA,2025-05-06,after_close,15,-0.15888666666666665,0.4078456253231583,0.8645,-0.8481
TSLA,2025-05-06,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-06,trading,70,-0.02667142857142857,0.36360049909200975,0.6369,-0.8316
TSLA,2025-05-07,after_close,16,-0.0806375,0.18337257110411395,0.0,-0.6124
TSLA,2025-05-07,pre_open,6,-0.08056666666666665,0.4860939730820232,0.5994,-0.8658
TSLA,2025-05-07,trading,57,-0.061615789473684214,0.35636639641840623,0.6369,-0.7783
TSLA,2025-05-08,after_close,55,0.05618181818181818,0.3374812390346117,0.7351,-0.6908
TSLA,2025-05-08,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-08,trading,3,-0.1343333333333333,0.7215403615414271,0.5106,-0.9136
TSLA,2025-05-09,after_close,47,-0.09538297872340425,0.30877001735437537,0.5719,-0.8176
TSLA,2025-05-09,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-09,trading,4,-0.051949999999999996,0.5053103699707735,0.5106,-0.7184
TSLA,2025-05-12,after_close,30,0.019650000000000008,0.30247477951290297,0.6124,-0.7645
TSLA,2025-05-12,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-12,trading,21,-0.024142857142857143,0.2829220591813735,0.6908,-0.4404
TSLA,2025-05-13,after_close,33,-0.01957272727272727,0.3345404098094198,0.624,-0.8316
TSLA,2025-05-13,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-13,trading,25,0.018992000000000002,0.33539540460974315,0.6096,-0.5859
TSLA,2025-05-14,after_close,11,0.23064545454545451,0.33583828359386414,0.6486,-0.4215
TSLA,2025-05-14,pre_open,13,0.05895384615384616,0.26737510048427165,0.6369,-0.3182
TSLA,2025-05-14,trading,56,0.052642857142857144,0.37172523276652164,0.8905,-0.7906
TSLA,2025-05-15,after_close,8,-0.06505,0.2963109804628528,0.4767,-0.4019
TSLA,2025-05-15,pre_open,21,0.03883809523809524,0.2899893678674969,0.6486,-0.9337
TSLA,2025-05-15,trading,56,0.009078571428571432,0.361440066559154,0.7717,-0.8689
TSLA,2025-05-16,after_close,5,0.29172,0.17082380396186006,0.4404,0.0
TSLA,2025-05-16,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-16,trading,45,-0.016486666666666667,0.3198033114275085,0.7717,-0.7964
TSLA,2025-05-19,after_close,9,-0.09434444444444444,0.46364138111020436,0.7096,-0.7096
TSLA,2025-05-19,pre_open,18,-0.1474388888888889,0.5095327018759892,0.5994,-0.8176
TSLA,2025-05-19,trading,56,0.03656607142857143,0.2789577995303791,0.6705,-0.6705
TSLA,2025-05-20,after_close,50,0.015434000000000005,0.29926027754843665,0.6369,-0.7712
TSLA,2025-05-20,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-20,trading,0,0.0,0.0,0.0,0.0
TSLA,2025-05-21,after_close,16,-0.145475,0.41444744178242915,0.5719,-0.872
TSLA,2025-05-21,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-21,trading,69,0.058371014492753615,0.34054069986586355,0.743,-0.8658
TSLA,2025-05-22,after_close,7,0.1756,0.2987497670849859,0.5574,-0.2732
TSLA,2025-05-22,pre_open,8,0.368925,0.268215743385805,0.7269,0.0
TSLA,2025-05-22,trading,90,-0.004068888888888888,0.2940287552414966,0.7003,-0.7579
TSLA,2025-05-23,after_close,8,-0.047949999999999986,0.42612051279957347,0.6369,-0.7096
TSLA,2025-05-23,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-23,trading,79,-0.060889873417721514,0.3826414726121625,0.8126,-0.7717
TSLA,2025-05-26,after_close,3,-0.09866666666666667,0.17089567968012923,0.0,-0.296
TSLA,2025-05-26,pre_open,57,0.006777192982456136,0.31909026936944607,0.6597,-0.7351
TSLA,2025-05-26,trading,28,-0.11425714285714286,0.4076385439818989,0.7579,-0.8658
TSLA,2025-05-27,after_close,61,0.014491803278688523,0.32208995653134026,0.6908,-0.7506
TSLA,2025-05-27,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-27,trading,16,0.084225,0.24637370395397312,0.5574,-0.4404
TSLA,2025-05-28,after_close,17,-0.027258823529411766,0.3429196043878644,0.5859,-0.6249
TSLA,2025-05-28,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-28,trading,60,0.036079999999999994,0.29862067191491487,0.743,-0.6369
TSLA,2025-05-29,after_close,47,0.016374468085106383,0.34739432642114665,0.8807,-0.7579
TSLA,2025-05-29,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-29,trading,0,0.0,0.0,0.0,0.0
TSLA,2025-05-30,after_close,14,0.1217,0.24167363243718712,0.6808,-0.0772
TSLA,2025-05-30,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-05-30,trading,44,-0.015606818181818178,0.32681484580845377,0.5994,-0.6705
TSLA,2025-06-02,after_close,32,0.049425,0.24808322744985298,0.5719,-0.4404
TSLA,2025-06-02,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-06-02,trading,22,-0.10969545454545454,0.23261118893219693,0.4084,-0.5859
TSLA,2025-06-03,after_close,18,-0.06610555555555556,0.2787457759579131,0.5994,-0.4767
TSLA,2025-06-03,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-06-03,trading,64,-0.0587734375,0.36122752283220066,0.6997,-0.8074
TSLA,2025-06-04,after_close,21,-0.00976190476190476,0.39704651550692455,0.6249,-0.7184
TSLA,2025-06-04,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-06-04,trading,44,0.08593181818181818,0.41587796553781636,0.8126,-0.8625
TSLA,2025-06-05,after_close,91,-0.09181318681318681,0.36136912590522885,0.6124,-0.765
TSLA,2025-06-05,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-06-05,trading,0,0.0,0.0,0.0,0.0
TSLA,2025-06-06,after_close,72,-0.10449444444444445,0.3631054977605164,0.7845,-0.7579
TSLA,2025-06-06,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-06-06,trading,0,0.0,0.0,0.0,0.0
TSLA,2025-06-09,after_close,35,-0.01408,0.32608281319140925,0.5789,-0.6808
TSLA,2025-06-09,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-06-09,trading,13,-0.1524,0.3461718311282226,0.2263,-0.8176
TSLA,2025-06-10,after_close,21,0.11212380952380953,0.3465854554143349,0.8126,-0.5707
TSLA,2025-06-10,pre_open,0,0.0,0.0,0.0,0.0
TSLA,2025-06-10,trading,0,0.0,0.0,0.0,0.0
TSLA,2025-06-11,after_close,65,-0.01435230769230769,0.2704263468971798,0.5859,-0.7269
