bin_end_time,compound_count,compound_mean,compound_std,compound_max,compound_min,ticker
2025-04-23 09:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 10:00:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 10:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 11:00:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 11:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 12:00:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 12:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 13:00:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 13:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 14:00:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 14:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 15:00:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 15:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 16:00:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-23 16:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-24 09:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-24 10:00:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-24 10:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-24 11:00:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-24 11:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-24 12:00:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-24 12:30:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-24 13:00:00-04:00,0,0.0,0.0,0.0,0.0,TSLA
2025-04-24 13:30:00-04:00,7,-0.05358571428571429,0.30274704748668446,0.4588,-0.4939,TSLA
2025-04-24 14:00:00-04:00,4,-0.059525,0.27123455255553264,0.2023,-0.4404,TSLA
2025-04-24 14:30:00-04:00,8,-0.11373749999999999,0.28314484399079465,0.2057,-0.5719,TSLA
2025-04-24 15:00:00-04:00,9,-0.2201111111111111,0.3789942230577019,0.4939,-0.7269,TSLA
