bin_end_time,compound_count,compound_mean,compound_std,compound_max,compound_min,ticker
2025-04-23 09:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 10:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 10:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 11:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 11:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 12:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 12:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 13:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 13:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 14:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 14:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 15:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 15:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 16:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-23 16:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 09:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 10:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 10:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 11:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 11:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 12:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 12:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 13:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 13:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 14:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 14:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 15:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 15:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 16:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-24 16:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 09:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 10:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 10:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 11:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 11:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 12:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 12:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 13:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 13:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 14:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 14:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 15:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 15:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 16:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-25 16:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 09:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 10:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 10:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 11:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 11:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 12:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 12:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 13:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 13:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 14:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 14:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 15:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 15:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 16:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-28 16:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 09:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 10:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 10:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 11:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 11:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 12:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 12:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 13:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 13:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 14:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 14:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 15:00:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 15:30:00-04:00,0,0.0,0.0,0.0,0.0,AAPL
2025-04-29 16:00:00-04:00,8,0.2399625,0.3535005594560131,0.8934,0.0,AAPL
2025-04-29 16:30:00-04:00,17,0.13111176470588237,0.30614671499616186,0.7783,-0.4215,AAPL
