bin_end_time,open,high,low,close,volume,bin_return,volume_change,bin_range
2025-04-23 09:30:00-04:00,254.86000061035156,255.1819000244141,244.42999267578125,246.58999633789065,34912063,0.0,0.0,10.751907348632841
2025-04-23 10:00:00-04:00,246.6300048828125,255.47000122070312,244.8000030517578,254.6349945068359,17080868,0.03262499812815434,-0.5107459562043069,10.669998168945312
2025-04-23 10:30:00-04:00,254.58999633789065,258.1300048828125,254.11000061035156,257.0860900878906,14684455,0.009625918015714552,-0.14029808087036322,4.0200042724609375
2025-04-23 11:00:00-04:00,257.19000244140625,259.44000244140625,254.25010681152344,254.7487945556641,12968103,-0.009091489669579067,-0.11688224043725148,5.1898956298828125
2025-04-23 11:30:00-04:00,254.75,256.07000732421875,252.3500061035156,254.69960021972656,9480381,-0.00019310920007820087,-0.2689461982218988,3.7200012207031534
2025-04-23 12:00:00-04:00,254.66000366210935,254.77000427246097,251.0800018310547,252.6199951171875,6471096,-0.008164932731519858,-0.3174223694174316,3.6900024414062784
2025-04-23 12:30:00-04:00,252.625,256.7900085449219,252.2012939453125,256.3500061035156,6663291,0.014765303849356037,0.029700532954541226,4.588714599609375
2025-04-23 13:00:00-04:00,256.29998779296875,257.34039306640625,254.2899932861328,255.9149932861328,5669310,-0.0016969487303509778,-0.1491726835883349,3.0503997802734375
2025-04-23 13:30:00-04:00,255.9900054931641,258.2298889160156,254.7899932861328,257.5274963378906,6581939,0.006300932317611085,0.16097708539487177,3.4398956298828125
2025-04-23 14:00:00-04:00,257.5,258.19000244140625,256.1763000488281,256.5,4866362,-0.003989850996502842,-0.2606491795198953,2.013702392578125
2025-04-23 14:30:00-04:00,256.5199890136719,257.85211181640625,255.91000366210935,256.6650085449219,4885712,0.0006433081673367091,0.003976276323051975,1.9421081542969034
2025-04-23 15:00:00-04:00,256.6099853515625,257.0398864746094,252.05999755859375,252.3800048828125,7245836,-0.01669492731557687,0.48306654178551667,4.979888916015625
2025-04-23 15:30:00-04:00,252.4199981689453,253.4499969482422,250.33999633789065,250.7899932861328,10336844,-0.0063000696010683255,0.42659094133513364,3.110000610351534
2025-04-24 09:30:00-04:00,249.5050048828125,254.29930114746097,249.1999969482422,253.6999969482422,17499083,0.011603348379172651,0.6928845013042666,5.099304199218778
2025-04-24 10:00:00-04:00,253.5800018310547,258.1494140625,252.91000366210935,256.389892578125,11889504,0.010602663233108212,-0.3205641689910266,5.239410400390653
2025-04-24 10:30:00-04:00,256.2950134277344,257.510009765625,254.61000061035156,254.92999267578125,7185992,-0.005694061835526121,-0.3956020368890073,2.9000091552734375
2025-04-24 11:00:00-04:00,254.9001007080078,256.7300109863281,253.69009399414065,254.80369567871097,7185743,-0.0004954183528765865,-3.465074828912229e-05,3.0399169921874716
2025-04-24 11:30:00-04:00,254.80569458007812,255.3999938964844,253.19500732421875,253.38999938964844,5828417,-0.005548178119225922,-0.18889153146724003,2.2049865722656534
2025-04-24 12:00:00-04:00,253.4199981689453,254.88999938964844,252.47000122070312,254.84939575195312,5651449,0.005759486821974136,-0.030362961332382365,2.4199981689453125
