bin_end_time,open,high,low,close,volume,bin_return,volume_change,bin_range
2025-04-23 09:30:00-04:00,206.0,207.6199951171875,204.63009643554688,207.3800048828125,11470100,0.0,0.0,2.989898681640625
2025-04-23 10:00:00-04:00,207.32339477539065,208.0,205.6300048828125,206.80499267578125,3684870,-0.0027727466172844384,-0.6787412489864953,2.3699951171875
2025-04-23 10:30:00-04:00,206.80999755859375,207.9499969482422,206.66000366210935,206.8999938964844,2872941,0.00045937585681055104,-0.22034128748096948,1.289993286132841
2025-04-23 11:00:00-04:00,206.92999267578125,207.57000732421875,204.05999755859375,204.6300048828125,4578758,-0.010971431032557821,0.5937528824991534,3.510009765625
2025-04-23 11:30:00-04:00,204.625,205.41000366210935,203.6501007080078,204.27000427246097,3767837,-0.0017592757746240917,-0.17710501406713353,1.759902954101534
2025-04-23 12:00:00-04:00,204.27000427246097,204.36000061035156,202.7989959716797,204.11000061035156,2021638,-0.000783294946701929,-0.46344865767813204,1.561004638671875
2025-04-23 12:30:00-04:00,204.13999938964844,204.9550018310547,203.51840209960935,204.7599945068359,1554133,0.0031845274339359353,-0.23125059976118378,1.436599731445341
2025-04-23 13:00:00-04:00,204.75,205.44000244140625,203.8300018310547,204.9499969482422,1596225,0.0009279275566689282,0.02708391109383812,1.6100006103515625
2025-04-23 13:30:00-04:00,205.0,205.6499938964844,204.22000122070312,205.41000366210935,1425580,0.002244482657803193,-0.10690535482153207,1.4299926757812784
2025-04-23 14:00:00-04:00,205.3849945068359,205.5,204.25,204.48240661621097,1630663,-0.00451583189407001,0.14385934146101942,1.25
2025-04-23 14:30:00-04:00,204.47000122070312,205.1000061035156,204.2400054931641,204.7400054931641,1410920,0.00125976058877586,-0.1347568443019802,0.8600006103515057
2025-04-23 15:00:00-04:00,204.72000122070312,205.1699981689453,203.6566925048828,204.0099945068359,2176234,-0.003565551268643219,0.5424219658095426,1.5133056640625
2025-04-23 15:30:00-04:00,204.03089904785156,205.75,203.61000061035156,204.36000061035156,5424069,0.0017156321402866936,1.492410742594776,2.1399993896484375
2025-04-24 09:30:00-04:00,204.8849945068359,205.63999938964844,202.94000244140625,205.58999633789065,5601510,0.00601876944541746,0.032713632514630664,2.6999969482421875
2025-04-24 10:00:00-04:00,205.57000732421875,206.3500061035156,205.36000061035156,206.32000732421875,2836152,0.003550809861041726,-0.4936808110670159,0.9900054931640341
2025-04-24 10:30:00-04:00,206.2899932861328,206.66000366210935,205.2200927734375,205.9550018310547,2415818,-0.00176912311073385,-0.14820573791531622,1.4399108886718466
2025-04-24 11:00:00-04:00,205.9600067138672,206.47999572753903,205.4900054931641,205.9250030517578,1847000,-0.0001456569591908874,-0.23545565104656063,0.9899902343749432
2025-04-24 11:30:00-04:00,205.8849945068359,206.71499633789065,205.58009338378903,206.08999633789065,1932696,0.0008012299802728773,0.04639740119112079,1.1349029541016193
2025-04-24 12:00:00-04:00,206.11000061035156,206.75,205.6499938964844,206.2899932861328,2529503,0.0009704350128389994,0.3087950717546888,1.1000061035155966
2025-04-24 12:30:00-04:00,206.2899932861328,206.7100067138672,205.82000732421875,206.5399932861328,1110918,0.00121188621909174,-0.5608157017406186,0.8899993896484375
2025-04-24 13:00:00-04:00,206.5399932861328,207.02999877929688,206.08999633789065,206.90499877929688,1430832,0.0017672388158664898,0.2879726496465085,0.9400024414062216
2025-04-24 13:30:00-04:00,206.9199981689453,207.47999572753903,206.5500030517578,207.4499969482422,1313707,0.0026340502750572536,-0.08185796795151357,0.9299926757812216
2025-04-24 14:00:00-04:00,207.44000244140625,207.7899932861328,207.0574951171875,207.28900146484375,1373582,-0.00077606886366266,0.0455771340184683,0.7324981689453125
2025-04-24 14:30:00-04:00,207.3000030517578,208.1000061035156,207.2899932861328,207.86000061035156,2028000,0.00275460415879647,0.476431694649464,0.8100128173827841
