bin_end_time,open,high,low,close,volume,bin_return,volume_change,bin_range
2025-04-23 09:30:00-04:00,155.61000061035156,157.0850067138672,155.3350067138672,156.89500427246094,5384982,0.0,0.0,1.75
2025-04-23 10:00:00-04:00,156.91000366210938,157.47999572753906,156.16000366210938,157.02999877929688,2604916,0.0008604130352136696,-0.5162628213056237,1.3199920654296875
2025-04-23 10:30:00-04:00,157.0,157.52499389648438,156.66000366210938,156.8300018310547,2251638,-0.0012736225549060398,-0.13561972823691815,0.864990234375
2025-04-23 11:00:00-04:00,156.83999633789062,157.0800018310547,154.9600067138672,155.3000030517578,2171451,-0.009755778622926203,-0.03561274059151609,2.1199951171875
2025-04-23 11:30:00-04:00,155.3300018310547,155.50999450683594,153.80999755859375,154.6999969482422,2319298,-0.0038635292448491176,0.06808673094626583,1.6999969482421875
2025-04-23 12:00:00-04:00,154.6999969482422,154.75999450683594,153.88999938964844,154.6999969482422,1064035,0.0,-0.5412254052734922,0.8699951171875
2025-04-23 12:30:00-04:00,154.69000244140625,155.4499969482422,154.5,155.31500244140625,1038613,0.00397547191529557,-0.023892071219461797,0.9499969482421875
2025-04-23 13:00:00-04:00,155.30999755859375,155.8300018310547,154.52999877929688,155.53500366210938,960152,0.0014164840308077409,-0.07554401880199846,1.3000030517578125
2025-04-23 13:30:00-04:00,155.55999755859375,155.72999572753906,155.0800018310547,155.4199981689453,869322,-0.0007394187189778689,-0.09459960506253173,0.649993896484375
2025-04-23 14:00:00-04:00,155.4199981689453,155.9600067138672,155.0399932861328,155.2899932861328,991259,-0.0008364746129464473,0.14026678261909864,0.920013427734375
2025-04-23 14:30:00-04:00,155.30999755859375,155.7100067138672,155.17959594726562,155.37359619140625,1059181,0.0005383663396738569,0.06852094155008936,0.5304107666015625
2025-04-23 15:00:00-04:00,155.3800048828125,155.5050048828125,154.64999389648438,154.8699951171875,1377421,-0.0032412268658463805,0.30045856185109066,0.855010986328125
2025-04-23 15:30:00-04:00,154.85000610351562,155.74000549316406,154.4199981689453,155.27000427246094,3326285,0.002582870587493513,1.4148644459464461,1.32000732421875
2025-04-24 09:30:00-04:00,156.7899932861328,157.97999572753906,155.8000030517578,157.9199981689453,4558902,0.01706700472445588,0.3705686674473174,2.17999267578125
2025-04-24 10:00:00-04:00,157.89999389648438,158.1999969482422,156.9499969482422,157.91000366210938,2451968,-6.328841788139083e-05,-0.462158212657346,1.25
2025-04-24 10:30:00-04:00,157.89999389648438,158.1199951171875,157.32000732421875,157.92999267578125,1890258,0.00012658484711747242,-0.2290853714240969,0.79998779296875
